year,state,state_code,county,candidate,party,candidate_votes,total_votes,Location
2004,Missouri,MO,Dallas,John Kerry,democrat,2407.0,7259,"Missouri, Dallas"
2004,Missouri,MO,Dallas,George W. Bush,republican,4788.0,7259,"Missouri, Dallas"
2004,Missouri,MO,Daviess,John Kerry,democrat,1402.0,3794,"Missouri, Daviess"
2004,Missouri,MO,Daviess,George W. Bush,republican,2351.0,3794,"Missouri, Daviess"
2004,Missouri,MO,DeKalb,John Kerry,democrat,1707.0,4686,"Missouri, DeKalb"
2004,Missouri,MO,DeKalb,George W. Bush,republican,2941.0,4686,"Missouri, DeKalb"
2004,Missouri,MO,Dent,John Kerry,democrat,1865.0,6304,"Missouri, Dent"
2004,Missouri,MO,Dent,George W. Bush,republican,4369.0,6304,"Missouri, Dent"
2004,Missouri,MO,Douglas,John Kerry,democrat,1741.0,6327,"Missouri, Douglas"
2004,Missouri,MO,Douglas,George W. Bush,republican,4498.0,6327,"Missouri, Douglas"
2004,Missouri,MO,Dunklin,John Kerry,democrat,4901.0,11677,"Missouri, Dunklin"
2004,Missouri,MO,Dunklin,George W. Bush,republican,6720.0,11677,"Missouri, Dunklin"
2004,Missouri,MO,Franklin,John Kerry,democrat,18556.0,45318,"Missouri, Franklin"
2004,Missouri,MO,Franklin,George W. Bush,republican,26429.0,45318,"Missouri, Franklin"
2004,Missouri,MO,Gasconade,John Kerry,democrat,2355.0,7171,"Missouri, Gasconade"
2004,Missouri,MO,Gasconade,George W. Bush,republican,4753.0,7171,"Missouri, Gasconade"
2004,Missouri,MO,Gentry,John Kerry,democrat,1201.0,3312,"Missouri, Gentry"
2004,Missouri,MO,Gentry,George W. Bush,republican,2085.0,3312,"Missouri, Gentry"
2004,Missouri,MO,Greene,John Kerry,democrat,46657.0,125266,"Missouri, Greene"
2004,Missouri,MO,Greene,George W. Bush,republican,77885.0,125266,"Missouri, Greene"
2004,Missouri,MO,Grundy,John Kerry,democrat,1561.0,4808,"Missouri, Grundy"
2004,Missouri,MO,Grundy,George W. Bush,republican,3172.0,4808,"Missouri, Grundy"
2004,Missouri,MO,Harrison,John Kerry,democrat,1279.0,4048,"Missouri, Harrison"
2004,Missouri,MO,Harrison,George W. Bush,republican,2729.0,4048,"Missouri, Harrison"
2004,Missouri,MO,Henry,John Kerry,democrat,4461.0,10877,"Missouri, Henry"
2004,Missouri,MO,Henry,George W. Bush,republican,6361.0,10877,"Missouri, Henry"
2004,Missouri,MO,Hickory,John Kerry,democrat,2043.0,4866,"Missouri, Hickory"
2004,Missouri,MO,Hickory,George W. Bush,republican,2791.0,4866,"Missouri, Hickory"
2004,Missouri,MO,Holt,John Kerry,democrat,811.0,2691,"Missouri, Holt"
2004,Missouri,MO,Holt,George W. Bush,republican,1864.0,2691,"Missouri, Holt"
2004,Missouri,MO,Howard,John Kerry,democrat,1972.0,4921,"Missouri, Howard"
2004,Missouri,MO,Howard,George W. Bush,republican,2915.0,4921,"Missouri, Howard"
2004,Missouri,MO,Howell,John Kerry,democrat,5118.0,16379,"Missouri, Howell"
2004,Missouri,MO,Howell,George W. Bush,republican,11097.0,16379,"Missouri, Howell"
2004,Missouri,MO,Iron,John Kerry,democrat,2157.0,4679,"Missouri, Iron"
2004,Missouri,MO,Iron,George W. Bush,republican,2477.0,4679,"Missouri, Iron"
2004,Missouri,MO,Jackson,John Kerry,democrat,79029.0,174570,"Missouri, Jackson"
2004,Missouri,MO,Jackson,George W. Bush,republican,94439.0,174570,"Missouri, Jackson"
2004,Missouri,MO,Jasper,John Kerry,democrat,13002.0,45085,"Missouri, Jasper"
2004,Missouri,MO,Jasper,George W. Bush,republican,31846.0,45085,"Missouri, Jasper"
2004,Missouri,MO,Jefferson,John Kerry,democrat,46057.0,93264,"Missouri, Jefferson"
2004,Missouri,MO,Jefferson,George W. Bush,republican,46624.0,93264,"Missouri, Jefferson"
2004,Missouri,MO,Johnson,John Kerry,democrat,7790.0,20236,"Missouri, Johnson"
2004,Missouri,MO,Johnson,George W. Bush,republican,12257.0,20236,"Missouri, Johnson"
2004,Missouri,MO,Knox,John Kerry,democrat,761.0,1978,"Missouri, Knox"
2004,Missouri,MO,Knox,George W. Bush,republican,1207.0,1978,"Missouri, Knox"
2004,Missouri,MO,Laclede,John Kerry,democrat,4213.0,14869,"Missouri, Laclede"
2004,Missouri,MO,Laclede,George W. Bush,republican,10578.0,14869,"Missouri, Laclede"
2004,Missouri,MO,Lafayette,John Kerry,democrat,6412.0,16182,"Missouri, Lafayette"
2004,Missouri,MO,Lafayette,George W. Bush,republican,9656.0,16182,"Missouri, Lafayette"
2004,Missouri,MO,Lawrence,John Kerry,democrat,4506.0,15806,"Missouri, Lawrence"
2004,Missouri,MO,Lawrence,George W. Bush,republican,11194.0,15806,"Missouri, Lawrence"
2004,Missouri,MO,Lewis,John Kerry,democrat,1754.0,4644,"Missouri, Lewis"
2004,Missouri,MO,Lewis,George W. Bush,republican,2862.0,4644,"Missouri, Lewis"
2004,Missouri,MO,Lincoln,John Kerry,democrat,8368.0,19839,"Missouri, Lincoln"
2004,Missouri,MO,Lincoln,George W. Bush,republican,11316.0,19839,"Missouri, Lincoln"
2004,Missouri,MO,Linn,John Kerry,democrat,2440.0,5898,"Missouri, Linn"
2004,Missouri,MO,Linn,George W. Bush,republican,3422.0,5898,"Missouri, Linn"
2004,Missouri,MO,Livingston,John Kerry,democrat,2278.0,6346,"Missouri, Livingston"
2004,Missouri,MO,Livingston,George W. Bush,republican,4029.0,6346,"Missouri, Livingston"
2004,Missouri,MO,Macon,John Kerry,democrat,2856.0,7570,"Missouri, Macon"
2004,Missouri,MO,Macon,George W. Bush,republican,4673.0,7570,"Missouri, Macon"
2004,Missouri,MO,Madison,John Kerry,democrat,1972.0,4918,"Missouri, Madison"
2004,Missouri,MO,Madison,George W. Bush,republican,2905.0,4918,"Missouri, Madison"
2004,Missouri,MO,Maries,John Kerry,democrat,1563.0,4424,"Missouri, Maries"
2004,Missouri,MO,Maries,George W. Bush,republican,2825.0,4424,"Missouri, Maries"
2004,Missouri,MO,Marion,John Kerry,democrat,4568.0,12453,"Missouri, Marion"
2004,Missouri,MO,Marion,George W. Bush,republican,7815.0,12453,"Missouri, Marion"
2004,Missouri,MO,McDonald,John Kerry,democrat,2215.0,7725,"Missouri, McDonald"
2004,Missouri,MO,McDonald,George W. Bush,republican,5443.0,7725,"Missouri, McDonald"
2004,Missouri,MO,Mercer,John Kerry,democrat,582.0,1817,"Missouri, Mercer"
2004,Missouri,MO,Mercer,George W. Bush,republican,1207.0,1817,"Missouri, Mercer"
2004,Missouri,MO,Miller,John Kerry,democrat,2959.0,10831,"Missouri, Miller"
2004,Missouri,MO,Miller,George W. Bush,republican,7797.0,10831,"Missouri, Miller"
2004,Missouri,MO,Mississippi,John Kerry,democrat,2374.0,5298,"Missouri, Mississippi"
2004,Missouri,MO,Mississippi,George W. Bush,republican,2903.0,5298,"Missouri, Mississippi"
2004,Missouri,MO,Moniteau,John Kerry,democrat,1913.0,6691,"Missouri, Moniteau"
2004,Missouri,MO,Moniteau,George W. Bush,republican,4743.0,6691,"Missouri, Moniteau"
2004,Missouri,MO,Monroe,John Kerry,democrat,1647.0,4307,"Missouri, Monroe"
2004,Missouri,MO,Monroe,George W. Bush,republican,2632.0,4307,"Missouri, Monroe"
2004,Missouri,MO,Montgomery,John Kerry,democrat,2147.0,5760,"Missouri, Montgomery"
2004,Missouri,MO,Montgomery,George W. Bush,republican,3563.0,5760,"Missouri, Montgomery"
2004,Missouri,MO,Morgan,John Kerry,democrat,3053.0,8771,"Missouri, Morgan"
2004,Missouri,MO,Morgan,George W. Bush,republican,5657.0,8771,"Missouri, Morgan"
2004,Missouri,MO,New Madrid,John Kerry,democrat,3716.0,7907,"Missouri, New Madrid"
2004,Missouri,MO,New Madrid,George W. Bush,republican,4154.0,7907,"Missouri, New Madrid"
2004,Missouri,MO,Newton,John Kerry,democrat,6564.0,23889,"Missouri, Newton"
2004,Missouri,MO,Newton,George W. Bush,republican,17187.0,23889,"Missouri, Newton"
2004,Missouri,MO,Nodaway,John Kerry,democrat,3830.0,10119,"Missouri, Nodaway"
2004,Missouri,MO,Nodaway,George W. Bush,republican,6226.0,10119,"Missouri, Nodaway"
2004,Missouri,MO,Oregon,John Kerry,democrat,1823.0,4673,"Missouri, Oregon"
2004,Missouri,MO,Oregon,George W. Bush,republican,2769.0,4673,"Missouri, Oregon"
2004,Missouri,MO,Osage,John Kerry,democrat,1673.0,6671,"Missouri, Osage"
2004,Missouri,MO,Osage,George W. Bush,republican,4975.0,6671,"Missouri, Osage"
2004,Missouri,MO,Ozark,John Kerry,democrat,1561.0,4707,"Missouri, Ozark"
2004,Missouri,MO,Ozark,George W. Bush,republican,3083.0,4707,"Missouri, Ozark"
2004,Missouri,MO,Pemiscot,John Kerry,democrat,3381.0,6806,"Missouri, Pemiscot"
2004,Missouri,MO,Pemiscot,George W. Bush,republican,3398.0,6806,"Missouri, Pemiscot"
2004,Missouri,MO,Perry,John Kerry,democrat,2621.0,8247,"Missouri, Perry"
2004,Missouri,MO,Perry,George W. Bush,republican,5583.0,8247,"Missouri, Perry"
2004,Missouri,MO,Pettis,John Kerry,democrat,5801.0,17496,"Missouri, Pettis"
2004,Missouri,MO,Pettis,George W. Bush,republican,11603.0,17496,"Missouri, Pettis"
2004,Missouri,MO,Phelps,John Kerry,democrat,6666.0,18700,"Missouri, Phelps"
2004,Missouri,MO,Phelps,George W. Bush,republican,11874.0,18700,"Missouri, Phelps"
2004,Missouri,MO,Pike,John Kerry,democrat,3670.0,8040,"Missouri, Pike"
2004,Missouri,MO,Pike,George W. Bush,republican,4314.0,8040,"Missouri, Pike"
2004,Missouri,MO,Platte,John Kerry,democrat,18412.0,41970,"Missouri, Platte"
2004,Missouri,MO,Platte,George W. Bush,republican,23302.0,41970,"Missouri, Platte"
2004,Missouri,MO,Polk,John Kerry,democrat,3775.0,12453,"Missouri, Polk"
2004,Missouri,MO,Polk,George W. Bush,republican,8586.0,12453,"Missouri, Polk"
2004,Missouri,MO,Pulaski,John Kerry,democrat,3551.0,12221,"Missouri, Pulaski"
2004,Missouri,MO,Pulaski,George W. Bush,republican,8618.0,12221,"Missouri, Pulaski"
2004,Missouri,MO,Putnam,John Kerry,democrat,772.0,2445,"Missouri, Putnam"
2004,Missouri,MO,Putnam,George W. Bush,republican,1660.0,2445,"Missouri, Putnam"
2004,Missouri,MO,Ralls,John Kerry,democrat,2031.0,5034,"Missouri, Ralls"
2004,Missouri,MO,Ralls,George W. Bush,republican,2986.0,5034,"Missouri, Ralls"
2004,Missouri,MO,Randolph,John Kerry,democrat,3586.0,10198,"Missouri, Randolph"
2004,Missouri,MO,Randolph,George W. Bush,republican,6551.0,10198,"Missouri, Randolph"
2004,Missouri,MO,Ray,John Kerry,democrat,5034.0,10788,"Missouri, Ray"
2004,Missouri,MO,Ray,George W. Bush,republican,5673.0,10788,"Missouri, Ray"
2004,Missouri,MO,Reynolds,John Kerry,democrat,1449.0,3364,"Missouri, Reynolds"
2004,Missouri,MO,Reynolds,George W. Bush,republican,1896.0,3364,"Missouri, Reynolds"
2004,Missouri,MO,Ripley,John Kerry,democrat,1907.0,5653,"Missouri, Ripley"
2004,Missouri,MO,Ripley,George W. Bush,republican,3693.0,5653,"Missouri, Ripley"
2004,Missouri,MO,Saline,John Kerry,democrat,4479.0,9939,"Missouri, Saline"
2004,Missouri,MO,Saline,George W. Bush,republican,5389.0,9939,"Missouri, Saline"
2004,Missouri,MO,Schuyler,John Kerry,democrat,894.0,2031,"Missouri, Schuyler"
2004,Missouri,MO,Schuyler,George W. Bush,republican,1124.0,2031,"Missouri, Schuyler"
2004,Missouri,MO,Scotland,John Kerry,democrat,828.0,2197,"Missouri, Scotland"
2004,Missouri,MO,Scotland,George W. Bush,republican,1352.0,2197,"Missouri, Scotland"
2004,Missouri,MO,Scott,John Kerry,democrat,6057.0,17448,"Missouri, Scott"
2004,Missouri,MO,Scott,George W. Bush,republican,11330.0,17448,"Missouri, Scott"
2004,Missouri,MO,Shannon,John Kerry,democrat,1618.0,4167,"Missouri, Shannon"
2004,Missouri,MO,Shannon,George W. Bush,republican,2511.0,4167,"Missouri, Shannon"
2004,Missouri,MO,Shelby,John Kerry,democrat,1201.0,3502,"Missouri, Shelby"
2004,Missouri,MO,Shelby,George W. Bush,republican,2280.0,3502,"Missouri, Shelby"
2004,Missouri,MO,St. Charles,John Kerry,democrat,66855.0,163488,"Missouri, St. Charles"
2004,Missouri,MO,St. Charles,George W. Bush,republican,95826.0,163488,"Missouri, St. Charles"
2004,Missouri,MO,St. Clair,John Kerry,democrat,1841.0,4965,"Missouri, St. Clair"
2004,Missouri,MO,St. Clair,George W. Bush,republican,3098.0,4965,"Missouri, St. Clair"
2004,Missouri,MO,St. Francois,John Kerry,democrat,10748.0,22933,"Missouri, St. Francois"
2004,Missouri,MO,St. Francois,George W. Bush,republican,12087.0,22933,"Missouri, St. Francois"
2004,Missouri,MO,Ste. Genevieve,John Kerry,democrat,4281.0,8146,"Missouri, Ste. Genevieve"
2004,Missouri,MO,Ste. Genevieve,George W. Bush,republican,3791.0,8146,"Missouri, Ste. Genevieve"
2004,Missouri,MO,Stoddard,John Kerry,democrat,3946.0,13252,"Missouri, Stoddard"
2004,Missouri,MO,Stoddard,George W. Bush,republican,9242.0,13252,"Missouri, Stoddard"
2004,Missouri,MO,Stone,John Kerry,democrat,4578.0,15189,"Missouri, Stone"
2004,Missouri,MO,Stone,George W. Bush,republican,10534.0,15189,"Missouri, Stone"
2004,Missouri,MO,Sullivan,John Kerry,democrat,1178.0,3089,"Missouri, Sullivan"
2004,Missouri,MO,Sullivan,George W. Bush,republican,1880.0,3089,"Missouri, Sullivan"
2004,Missouri,MO,Taney,John Kerry,democrat,5601.0,19280,"Missouri, Taney"
2004,Missouri,MO,Taney,George W. Bush,republican,13578.0,19280,"Missouri, Taney"
2004,Missouri,MO,Texas,John Kerry,democrat,3664.0,11018,"Missouri, Texas"
2004,Missouri,MO,Texas,George W. Bush,republican,7234.0,11018,"Missouri, Texas"
2004,Missouri,MO,Vernon,John Kerry,democrat,3206.0,8992,"Missouri, Vernon"
2004,Missouri,MO,Vernon,George W. Bush,republican,5732.0,8992,"Missouri, Vernon"
2004,Missouri,MO,Warren,John Kerry,democrat,5461.0,13432,"Missouri, Warren"
2004,Missouri,MO,Warren,George W. Bush,republican,7883.0,13432,"Missouri, Warren"
2004,Missouri,MO,Washington,John Kerry,democrat,4459.0,9178,"Missouri, Washington"
2004,Missouri,MO,Washington,George W. Bush,republican,4641.0,9178,"Missouri, Washington"
2004,Missouri,MO,Wayne,John Kerry,democrat,2250.0,6204,"Missouri, Wayne"
2004,Missouri,MO,Wayne,George W. Bush,republican,3919.0,6204,"Missouri, Wayne"
2004,Missouri,MO,Webster,John Kerry,democrat,4657.0,14944,"Missouri, Webster"
2004,Missouri,MO,Webster,George W. Bush,republican,10194.0,14944,"Missouri, Webster"
2004,Missouri,MO,Worth,John Kerry,democrat,436.0,1132,"Missouri, Worth"
2004,Missouri,MO,Worth,George W. Bush,republican,691.0,1132,"Missouri, Worth"
2004,Missouri,MO,Wright,John Kerry,democrat,2188.0,8346,"Missouri, Wright"
2004,Missouri,MO,Wright,George W. Bush,republican,6090.0,8346,"Missouri, Wright"
2004,Montana,MT,Beaverhead,John Kerry,democrat,1103.0,4242,"Montana, Beaverhead"
2004,Montana,MT,Beaverhead,George W. Bush,republican,3067.0,4242,"Montana, Beaverhead"
2004,Montana,MT,Big Horn,John Kerry,democrat,2215.0,4311,"Montana, Big Horn"
2004,Montana,MT,Big Horn,George W. Bush,republican,2028.0,4311,"Montana, Big Horn"
2004,Montana,MT,Blaine,John Kerry,democrat,1300.0,2768,"Montana, Blaine"
2004,Montana,MT,Blaine,George W. Bush,republican,1424.0,2768,"Montana, Blaine"
2004,Montana,MT,Broadwater,John Kerry,democrat,533.0,2353,"Montana, Broadwater"
2004,Montana,MT,Broadwater,George W. Bush,republican,1778.0,2353,"Montana, Broadwater"
2004,Montana,MT,Carbon,John Kerry,democrat,1847.0,5321,"Montana, Carbon"
2004,Montana,MT,Carbon,George W. Bush,republican,3342.0,5321,"Montana, Carbon"
2004,Montana,MT,Carter,John Kerry,democrat,76.0,709,"Montana, Carter"
2004,Montana,MT,Carter,George W. Bush,republican,623.0,709,"Montana, Carter"
2004,Montana,MT,Cascade,John Kerry,democrat,13701.0,33459,"Montana, Cascade"
2004,Montana,MT,Cascade,George W. Bush,republican,19028.0,33459,"Montana, Cascade"
2004,Montana,MT,Chouteau,John Kerry,democrat,946.0,2921,"Montana, Chouteau"
2004,Montana,MT,Chouteau,George W. Bush,republican,1913.0,2921,"Montana, Chouteau"
2004,Montana,MT,Custer,John Kerry,democrat,1630.0,5048,"Montana, Custer"
2004,Montana,MT,Custer,George W. Bush,republican,3297.0,5048,"Montana, Custer"
2004,Montana,MT,Daniels,John Kerry,democrat,326.0,1119,"Montana, Daniels"
2004,Montana,MT,Daniels,George W. Bush,republican,764.0,1119,"Montana, Daniels"
2004,Montana,MT,Dawson,John Kerry,democrat,1494.0,4484,"Montana, Dawson"
2004,Montana,MT,Dawson,George W. Bush,republican,2884.0,4484,"Montana, Dawson"
2004,Montana,MT,Deer Lodge,John Kerry,democrat,2700.0,4543,"Montana, Deer Lodge"
2004,Montana,MT,Deer Lodge,George W. Bush,republican,1725.0,4543,"Montana, Deer Lodge"
2004,Montana,MT,Fallon,John Kerry,democrat,289.0,1491,"Montana, Fallon"
2004,Montana,MT,Fallon,George W. Bush,republican,1178.0,1491,"Montana, Fallon"
2004,Montana,MT,Fergus,John Kerry,democrat,1582.0,6127,"Montana, Fergus"
2004,Montana,MT,Fergus,George W. Bush,republican,4425.0,6127,"Montana, Fergus"
2004,Montana,MT,Flathead,John Kerry,democrat,11587.0,38678,"Montana, Flathead"
2004,Montana,MT,Flathead,George W. Bush,republican,26019.0,38678,"Montana, Flathead"
2004,Montana,MT,Gallatin,John Kerry,democrat,16405.0,39841,"Montana, Gallatin"
2004,Montana,MT,Gallatin,George W. Bush,republican,22392.0,39841,"Montana, Gallatin"
2004,Montana,MT,Garfield,John Kerry,democrat,52.0,655,"Montana, Garfield"
2004,Montana,MT,Garfield,George W. Bush,republican,590.0,655,"Montana, Garfield"
2004,Montana,MT,Glacier,John Kerry,democrat,2641.0,4562,"Montana, Glacier"
2004,Montana,MT,Glacier,George W. Bush,republican,1828.0,4562,"Montana, Glacier"
2004,Montana,MT,Golden Valley,John Kerry,democrat,119.0,522,"Montana, Golden Valley"
2004,Montana,MT,Golden Valley,George W. Bush,republican,396.0,522,"Montana, Golden Valley"
2004,Montana,MT,Granite,John Kerry,democrat,404.0,1605,"Montana, Granite"
2004,Montana,MT,Granite,George W. Bush,republican,1144.0,1605,"Montana, Granite"
2004,Montana,MT,Hill,John Kerry,democrat,2997.0,6657,"Montana, Hill"
2004,Montana,MT,Hill,George W. Bush,republican,3505.0,6657,"Montana, Hill"
2004,Montana,MT,Jefferson,John Kerry,democrat,1881.0,5868,"Montana, Jefferson"
2004,Montana,MT,Jefferson,George W. Bush,republican,3844.0,5868,"Montana, Jefferson"
2004,Montana,MT,Judith Basin,John Kerry,democrat,322.0,1286,"Montana, Judith Basin"
2004,Montana,MT,Judith Basin,George W. Bush,republican,944.0,1286,"Montana, Judith Basin"
2004,Montana,MT,Lake,John Kerry,democrat,4960.0,12576,"Montana, Lake"
2004,Montana,MT,Lake,George W. Bush,republican,7245.0,12576,"Montana, Lake"
2004,Montana,MT,Lewis and Clark,John Kerry,democrat,12717.0,29842,"Montana, Lewis and Clark"
2004,Montana,MT,Lewis and Clark,George W. Bush,republican,16494.0,29842,"Montana, Lewis and Clark"
2004,Montana,MT,Liberty,John Kerry,democrat,281.0,1033,"Montana, Liberty"
2004,Montana,MT,Liberty,George W. Bush,republican,734.0,1033,"Montana, Liberty"
2004,Montana,MT,Lincoln,John Kerry,democrat,2320.0,8447,"Montana, Lincoln"
2004,Montana,MT,Lincoln,George W. Bush,republican,5889.0,8447,"Montana, Lincoln"
2004,Montana,MT,Madison,John Kerry,democrat,983.0,3933,"Montana, Madison"
2004,Montana,MT,Madison,George W. Bush,republican,2868.0,3933,"Montana, Madison"
2004,Montana,MT,McCone,John Kerry,democrat,320.0,1137,"Montana, McCone"
2004,Montana,MT,McCone,George W. Bush,republican,791.0,1137,"Montana, McCone"
2004,Montana,MT,Meagher,John Kerry,democrat,247.0,973,"Montana, Meagher"
2004,Montana,MT,Meagher,George W. Bush,republican,698.0,973,"Montana, Meagher"
2004,Montana,MT,Mineral,John Kerry,democrat,542.0,1837,"Montana, Mineral"
2004,Montana,MT,Mineral,George W. Bush,republican,1242.0,1837,"Montana, Mineral"
2004,Montana,MT,Missoula,John Kerry,democrat,26983.0,52452,"Montana, Missoula"
2004,Montana,MT,Missoula,George W. Bush,republican,23989.0,52452,"Montana, Missoula"
2004,Montana,MT,Musselshell,John Kerry,democrat,538.0,2247,"Montana, Musselshell"
2004,Montana,MT,Musselshell,George W. Bush,republican,1663.0,2247,"Montana, Musselshell"
2004,Montana,MT,Park,John Kerry,democrat,3199.0,8217,"Montana, Park"
2004,Montana,MT,Park,George W. Bush,republican,4771.0,8217,"Montana, Park"
2004,Montana,MT,Petroleum,John Kerry,democrat,55.0,292,"Montana, Petroleum"
2004,Montana,MT,Petroleum,George W. Bush,republican,228.0,292,"Montana, Petroleum"
2004,Montana,MT,Phillips,John Kerry,democrat,456.0,2170,"Montana, Phillips"
2004,Montana,MT,Phillips,George W. Bush,republican,1677.0,2170,"Montana, Phillips"
2004,Montana,MT,Pondera,John Kerry,democrat,956.0,2860,"Montana, Pondera"
2004,Montana,MT,Pondera,George W. Bush,republican,1853.0,2860,"Montana, Pondera"
2004,Montana,MT,Powder River,John Kerry,democrat,154.0,1029,"Montana, Powder River"
2004,Montana,MT,Powder River,George W. Bush,republican,856.0,1029,"Montana, Powder River"
2004,Montana,MT,Powell,John Kerry,democrat,761.0,2830,"Montana, Powell"
2004,Montana,MT,Powell,George W. Bush,republican,1993.0,2830,"Montana, Powell"
2004,Montana,MT,Prairie,John Kerry,democrat,181.0,736,"Montana, Prairie"
2004,Montana,MT,Prairie,George W. Bush,republican,546.0,736,"Montana, Prairie"
2004,Montana,MT,Ravalli,John Kerry,democrat,6144.0,19866,"Montana, Ravalli"
2004,Montana,MT,Ravalli,George W. Bush,republican,13279.0,19866,"Montana, Ravalli"
2004,Montana,MT,Richland,John Kerry,democrat,1120.0,4308,"Montana, Richland"
2004,Montana,MT,Richland,George W. Bush,republican,3110.0,4308,"Montana, Richland"
2004,Montana,MT,Roosevelt,John Kerry,democrat,2195.0,4028,"Montana, Roosevelt"
2004,Montana,MT,Roosevelt,George W. Bush,republican,1762.0,4028,"Montana, Roosevelt"
2004,Montana,MT,Rosebud,John Kerry,democrat,1520.0,3585,"Montana, Rosebud"
2004,Montana,MT,Rosebud,George W. Bush,republican,1982.0,3585,"Montana, Rosebud"
2004,Montana,MT,Sanders,John Kerry,democrat,1502.0,5153,"Montana, Sanders"
