State,County,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
North Carolina,Caldwell,77721,78375,78920,79380,79471,80218,80897,81588,82527,82798
North Carolina,Camden,6925,7100,7412,7894,8415,8991,9321,9570,9802,9899
North Carolina,Carteret,59406,59790,60311,61067,62127,62833,64028,64258,64700,65670
North Carolina,Caswell,23527,23610,23767,23833,23801,23827,23993,23914,23912,23725
North Carolina,Catawba,142399,144865,145343,145601,147016,148629,150449,152448,153848,154610
North Carolina,Chatham,49740,51482,53857,55061,56236,57045,58779,60054,61783,62693
North Carolina,Cherokee,24357,24629,24884,25229,25658,26077,26877,27350,27545,27378
North Carolina,Chowan,14478,14490,14559,14529,14573,14625,14835,14953,14831,14915
North Carolina,Clay,8824,9086,9273,9429,9583,9833,10107,10356,10492,10540
North Carolina,Cleveland,96357,96861,97068,97241,97134,96844,96990,97524,98155,98211
North Carolina,Columbus,54759,54806,54975,54961,55099,55155,55654,55964,56503,58163
North Carolina,Craven,91954,93325,92633,92906,93548,94729,96926,97825,99423,101923
North Carolina,Cumberland,303755,304316,305697,303318,307629,303695,307365,308284,311800,317252
North Carolina,Currituck,18294,18714,19327,20299,21469,22418,22923,23216,23378,23335
North Carolina,Dare,30149,30826,31898,32697,33196,33354,33463,33541,33553,33679
North Carolina,Davidson,147713,149663,151296,152809,154179,155425,157209,159126,161520,162406
North Carolina,Davie,35046,35905,36446,36864,37552,38559,39539,40260,40748,41035
North Carolina,Duplin,49236,50182,51121,51880,52732,53445,54704,55610,56810,57434
North Carolina,Durham,224476,228978,233505,235570,238376,241785,246929,252796,259356,265356
North Carolina,Edgecombe,55443,55792,55855,55994,56064,56151,56129,55911,56420,56237
North Carolina,Forsyth,307156,310807,314215,316659,319997,325065,332110,338638,344330,348532
North Carolina,Franklin,47611,48794,50622,51959,53119,54260,55460,57174,58925,59959
North Carolina,Gaston,190679,191424,191930,191545,191646,193527,196284,200377,204454,205884
North Carolina,Gates,10505,10546,10616,10800,10874,11294,11708,12042,12098,12138
North Carolina,Graham,7994,8054,8204,8222,8382,8418,8561,8583,8742,8749
North Carolina,Granville,48824,50137,51977,52836,53296,54115,55167,57356,58356,59411
North Carolina,Greene,19020,19241,19512,19848,20132,20146,20742,21178,21230,21253
North Carolina,Guilford,422324,428381,432068,436327,440597,448192,458792,468466,477809,484180
North Carolina,Halifax,57306,56788,56507,56301,56000,55860,55685,55616,55568,55033
North Carolina,Harnett,91393,93168,95708,96787,98545,100728,103036,105770,108752,111866
North Carolina,Haywood,54133,54802,55387,56077,56785,57085,57701,58386,58811,59152
North Carolina,Henderson,89662,91150,92700,94246,95797,97584,100056,102270,104289,105813
North Carolina,Hertford,22598,22812,23547,23531,23729,23895,23981,24240,24473,24580
North Carolina,Hoke,33923,34722,35785,36505,38119,39798,41360,42496,43912,45406
North Carolina,Hyde,5833,5735,5846,5750,5712,5733,5621,5639,5764,5774
North Carolina,Iredell,123563,127136,130352,133099,136514,140514,146854,151944,156204,158387
North Carolina,Jackson,33303,33885,34587,35711,36555,37075,38129,38404,38994,39856
North Carolina,Johnston,123279,127487,132103,135628,140055,144417,149721,155695,161746,166478
North Carolina,Jones,10289,10215,10112,9957,10123,10053,9994,10035,9974,10143
North Carolina,Lee,49482,49853,49313,49372,49747,51056,52642,54106,55822,57359
North Carolina,Lenoir,59556,59421,59293,59142,59088,59195,59203,59072,59398,59421
North Carolina,Lincoln,64152,65352,66400,67444,68267,69902,72179,74139,76143,77573
North Carolina,McDowell,42265,42796,42911,43211,43390,43655,43969,44345,44768,44865
North Carolina,Macon,29959,30415,30870,31248,31667,32054,32736,33164,33608,33820
North Carolina,Madison,19668,19848,19890,19873,19992,20097,20265,20420,20585,20700
North Carolina,Martin,25506,25211,25055,24968,24822,24575,24651,24391,24404,24408
North Carolina,Mecklenburg,700458,720171,736422,753991,772949,798701,831507,862177,887991,908704
North Carolina,Mitchell,15725,15860,15856,15837,15928,15858,15699,15746,15740,15671
North Carolina,Montgomery,26892,26952,26991,27226,27077,27153,27311,27490,27716,27710
North Carolina,Moore,75177,76259,77521,78333,79475,80841,82838,84795,86122,87244
North Carolina,Nash,87696,88242,88843,89493,90262,90876,92127,93733,94718,95492
North Carolina,New Hanover,160887,164386,168147,171928,178362,185412,190791,194339,197709,200178
North Carolina,Northampton,22041,22063,22073,22101,21981,22180,22112,22293,22259,22102
North Carolina,Onslow,150678,151068,153397,150481,158837,157205,161185,163256,169059,173064
North Carolina,Orange,116141,118684,117667,118667,119320,121526,124286,127193,129764,132369
North Carolina,Pamlico,12913,12848,12919,12913,12849,13005,12995,13013,13094,13136
North Carolina,Pasquotank,34874,34787,35281,35673,36533,37741,38956,40049,40554,40541
North Carolina,Pender,41212,41610,42416,42949,44136,45485,47481,49181,50551,51636
North Carolina,Perquimans,11413,11533,11598,11696,11817,12102,12494,12901,13292,13273
North Carolina,Person,35759,36085,36751,37104,37391,37931,38244,38656,39016,39335
North Carolina,Pitt,134298,136605,139128,141610,144486,147929,152934,157479,162116,165581
North Carolina,Polk,18403,18683,18928,19064,19325,19557,19912,20145,20393,20531
North Carolina,Randolph,130995,132092,132989,134034,134732,136301,137885,138855,140297,141175
North Carolina,Richmond,46611,46480,46659,46292,46227,46310,46263,46390,46538,46537
North Carolina,Robeson,123334,123913,124676,125665,126117,127885,128894,130453,131734,132984
North Carolina,Rockingham,92090,92268,92798,92779,92382,92587,92960,93164,93299,93547
North Carolina,Rowan,130610,131852,132765,132562,132202,132527,134045,135626,137721,138562
North Carolina,Rutherford,63064,63671,63924,64475,64692,65126,65855,66305,67145,67561
North Carolina,Sampson,60242,60526,60732,61144,61376,61720,62118,62539,62837,63127
North Carolina,Scotland,35944,35851,35450,35442,36446,36405,36348,36399,36463,36313
North Carolina,Stanly,58246,58674,58689,58748,58638,58931,59185,59849,60418,60496
North Carolina,Stokes,44779,44974,45079,45331,45772,46165,46755,47079,47363,47422
North Carolina,Surry,71308,71782,72152,72404,72219,72562,72807,73027,73404,73505
North Carolina,Swain,13041,13030,13120,13199,13240,13463,13693,13819,13872,13933
North Carolina,Transylvania,29416,29619,30009,30073,30417,30910,31469,32061,32543,32852
North Carolina,Tyrrell,4126,4166,4235,4344,4289,4280,4339,4402,4353,4358
North Carolina,Union,125573,131661,138329,144244,151452,160835,172529,184782,193678,198533
North Carolina,Vance,43159,43932,44056,44030,44081,44136,44574,44676,44977,45223
North Carolina,Wake,633267,656819,676392,695746,716336,746048,784038,821607,856492,883624
North Carolina,Warren,19913,20067,20131,20293,20464,20642,20513,20724,20923,20959
North Carolina,Washington,13695,13589,13472,13510,13393,13401,13305,13176,13300,13252
North Carolina,Watauga,42905,43853,44570,45095,45478,46390,47748,48765,50266,50706
North Carolina,Wayne,113648,113934,114305,114595,116484,117009,117534,118942,119910,121217
North Carolina,Wilkes,65839,66694,67202,67617,67668,68104,68489,68966,69317,69258
North Carolina,Wilson,73971,74232,75213,75685,76140,76775,77379,78474,79790,80664
North Carolina,Yadkin,36516,36837,37285,37301,37265,37591,37881,37965,38225,38293
North Carolina,Yancey,17768,17789,17710,17664,17704,17757,17814,18000,18016,17931
North Dakota,Adams,2578,2542,2509,2469,2436,2405,2366,2362,2343,2325
North Dakota,Barnes,11692,11446,11281,11199,11202,11171,11106,11057,11027,11028
North Dakota,Benson,6943,6898,6727,6744,6788,6745,6709,6683,6622,6609
North Dakota,Billings,876,877,854,820,792,773,741,762,768,796
North Dakota,Bottineau,7126,6995,6835,6789,6690,6650,6526,6428,6370,6390
North Dakota,Bowman,3233,3118,3087,3089,3132,3046,3020,3050,3158,3137
North Dakota,Burke,2236,2183,2137,2108,2081,2042,1975,1933,1902,1962
North Dakota,Burleigh,69534,70121,71090,71987,72837,74375,75940,77473,78678,80122
North Dakota,Cass,123662,125520,127119,129356,133197,135181,138340,141316,144290,147872
North Dakota,Cavalier,4811,4696,4620,4543,4456,4384,4202,4056,4008,3975
North Dakota,Dickey,5761,5683,5611,5510,5561,5496,5419,5412,5305,5269
North Dakota,Divide,2263,2176,2192,2191,2178,2116,2083,2041,2022,2020
North Dakota,Dunn,3605,3582,3548,3526,3443,3422,3432,3429,3470,3513
North Dakota,Eddy,2742,2683,2654,2656,2641,2610,2529,2503,2470,2393
North Dakota,Emmons,4302,4208,4107,4025,3955,3825,3748,3640,3588,3568
North Dakota,Foster,3739,3639,3577,3515,3514,3564,3565,3500,3436,3319
North Dakota,Golden Valley,1915,1862,1825,1804,1741,1709,1670,1670,1650,1657
North Dakota,Grand Forks,66021,65567,65409,65287,67071,66629,67096,66333,66917,66518
North Dakota,Grant,2835,2783,2699,2674,2626,2599,2519,2478,2440,2399
North Dakota,Griggs,2732,2645,2598,2578,2531,2519,2457,2430,2406,2420
North Dakota,Hettinger,2697,2658,2641,2591,2612,2587,2577,2524,2479,2481
North Dakota,Kidder,2724,2652,2591,2606,2592,2496,2509,2450,2419,2396
North Dakota,LaMoure,4671,4642,4598,4575,4552,4447,4357,4320,4218,4142
North Dakota,Logan,2300,2229,2209,2155,2126,2074,2018,2023,2000,1970
North Dakota,McHenry,5963,5854,5778,5749,5669,5568,5507,5370,5355,5373
North Dakota,McIntosh,3383,3349,3292,3285,3192,3137,3080,2966,2911,2840
North Dakota,McKenzie,5722,5647,5692,5613,5611,5721,5727,5812,5908,6159
North Dakota,McLean,9396,9261,9150,9098,8948,8815,8767,8811,8883,8860
North Dakota,Mercer,8597,8542,8536,8501,8437,8366,8309,8351,8295,8390
North Dakota,Morton,25332,25143,25195,25197,25372,25576,25910,26310,26696,27043
North Dakota,Mountrail,6625,6625,6628,6681,6798,6840,6826,6991,7153,7439
North Dakota,Nelson,3685,3578,3442,3399,3406,3384,3271,3222,3176,3130
North Dakota,Oliver,2051,1989,1969,1944,1925,1907,1863,1865,1836,1844
North Dakota,Pembina,8590,8376,8217,8188,8088,7911,7786,7585,7452,7407
North Dakota,Pierce,4657,4610,4577,4511,4450,4398,4394,4368,4372,4329
North Dakota,Ramsey,12001,11822,11789,11555,11451,11344,11298,11320,11434,11328
North Dakota,Ransom,5891,5855,5822,5841,5792,5770,5720,5766,5677,5521
North Dakota,Renville,2599,2551,2566,2530,2517,2519,2499,2415,2387,2432
North Dakota,Richland,17946,17624,17422,17615,17451,17306,16869,16659,16488,16178
North Dakota,Rolette,13658,13718,13680,13595,13646,13663,13625,13679,13744,13798
North Dakota,Sargent,4349,4320,4231,4122,4060,4101,4115,4057,3978,3901
North Dakota,Sheridan,1702,1641,1601,1564,1503,1483,1435,1406,1351,1349
North Dakota,Sioux,4103,4036,4086,4073,4077,4084,4148,4094,4072,4134
North Dakota,Slope,760,749,747,744,732,732,744,711,730,718
North Dakota,Stark,22585,22494,22384,22431,22539,22671,22770,23176,23375,23786
North Dakota,Steele,2238,2186,2138,2113,2108,2077,2026,1985,1960,1930
North Dakota,Stutsman,21887,21664,21525,21345,21175,21132,21115,20876,20812,21009
North Dakota,Towner,2858,2774,2710,2628,2553,2478,2408,2320,2234,2236
North Dakota,Traill,8475,8357,8326,8292,8353,8317,8249,8318,8157,8123
North Dakota,Walsh,12354,12150,11883,11814,11695,11639,11501,11355,11296,11195
North Dakota,Ward,58839,58246,57741,57193,58054,57878,58030,58297,58670,60213
North Dakota,Wells,5074,4886,4794,4694,4625,4552,4404,4317,4253,4202
North Dakota,Williams,19705,19610,19729,19705,19724,19855,20122,20547,20928,21820
Ohio,Adams,27317,27522,27817,28111,28328,28522,28615,28538,28686,28500
Ohio,Allen,108589,108523,108518,107418,106826,106861,106716,106717,106773,106518
Ohio,Ashland,52502,52560,52595,52867,52852,53048,53231,53544,53499,53305
Ohio,Ashtabula,102705,102450,102577,102667,102648,102638,102340,102156,101826,101584
Ohio,Athens,62324,62997,63401,63827,63230,64075,64237,64102,64546,64618
Ohio,Auglaize,46186,46137,45943,45872,45932,46166,46034,45977,46167,45996
Ohio,Belmont,70172,69901,70293,70219,70241,70203,70469,70430,70356,70439
Ohio,Brown,42566,42839,43368,43794,43995,44161,44334,44490,44668,44740
Ohio,Butler,333368,336679,339514,343022,346655,350732,356691,361192,364179,366633
Ohio,Carroll,28851,28961,29172,29325,29297,29118,29163,29062,28999,28917
Ohio,Champaign,38941,39047,39280,39395,39565,39592,40018,40127,40263,40265
Ohio,Clark,144605,143803,143229,141758,141380,141367,140668,139829,139404,138778
Ohio,Clermont,177960,179845,182143,184446,187281,189486,192209,194346,195891,196512
Ohio,Clinton,40566,40777,41042,41250,41557,41775,42499,42576,42656,42418
Ohio,Columbiana,112048,111370,111097,111000,110627,109784,109673,109153,108469,107948
Ohio,Coshocton,36724,36975,37149,37288,37421,37363,37339,37184,36953,36878
Ohio,Crawford,46827,46533,46271,45928,45776,45536,44907,44634,44291,43921
Ohio,Cuyahoga,1391959,1382520,1371493,1359929,1346714,1330612,1312816,1301540,1291479,1285082
Ohio,Darke,53291,53110,53011,53190,53236,53200,53023,52996,52909,52829
Ohio,Defiance,39461,39456,39303,39209,39115,39049,39154,39123,39250,39060
Ohio,Delaware,111759,118646,126172,133842,141348,149153,156164,161796,166652,170676
Ohio,Erie,79662,79308,78762,78673,78596,78070,77876,77668,77573,77085
Ohio,Fairfield,123485,126245,129355,132770,136074,138745,141005,142915,144029,145446
Ohio,Fayette,28495,28310,28370,28450,28470,28695,28791,28908,28896,28929
Ohio,Franklin,1072018,1082938,1088693,1095250,1099603,1105497,1115924,1127174,1141183,1155408
Ohio,Fulton,42104,42169,42275,42402,42777,42897,42785,42800,42780,42747
Ohio,Gallia,31072,31017,31083,31095,31029,30993,30927,30977,30997,30857
Ohio,Geauga,91179,91429,91970,93042,93218,93614,93839,93742,93583,93446
Ohio,Greene,148401,149643,151537,153064,155442,156223,157850,159055,160115,161075
Ohio,Guernsey,40803,40860,40991,41138,40965,40752,40600,40531,40347,40242
Ohio,Hamilton,844124,840335,832390,825139,817306,810352,804913,801815,799840,802149
Ohio,Hancock,71321,71972,72617,73118,73532,73585,74167,74712,74781,74964
Ohio,Hardin,31952,31753,31804,31729,32119,31983,31939,32132,32200,32185
Ohio,Harrison,15854,15796,15902,16002,15856,15907,15868,15901,15856,15860
Ohio,Henry,29177,29055,29119,29021,29014,29031,29026,28671,28523,28322
Ohio,Highland,41019,41295,41857,42269,42938,42967,43562,43845,43700,43578
Ohio,Hocking,28262,28452,28653,28823,28962,29058,29097,29418,29445,29358
Ohio,Holmes,39049,39805,40475,40844,41370,41630,41828,41826,42029,42275
Ohio,Huron,59611,59620,59917,59947,60011,60116,60113,60086,60121,59754
Ohio,Jackson,32633,32670,32846,32880,33025,33242,33135,33144,33164,33115
Ohio,Jefferson,73663,73043,72416,72122,71774,71251,70656,70114,69989,69833
Ohio,Knox,54616,55460,56377,57232,57995,58641,59194,59843,60348,60633
Ohio,Lake,227548,227648,227747,227232,227829,227647,228203,228930,229904,229954
Ohio,Lawrence,62237,61965,61847,62197,62169,62476,62798,62748,62640,62667
Ohio,Licking,146268,148226,150061,152582,155264,157950,160263,162375,163916,165283
Ohio,Logan,45984,45865,46089,46257,46247,46066,45902,46154,46115,46055
Ohio,Lorain,285095,285827,287489,290622,292125,294873,297259,298609,299814,300893
Ohio,Lucas,454904,454855,454240,453778,451255,449224,446769,445482,443909,442603
Ohio,Madison,40218,40256,40539,40879,41122,41292,41865,42392,43163,43353
Ohio,Mahoning,257104,255264,252998,251696,249825,247702,246112,243453,241572,240050
Ohio,Marion,66135,66156,66188,66372,66361,66468,66345,66487,66840,66497
Ohio,Medina,151751,154363,157502,160325,163048,164953,167298,168775,170330,171688
Ohio,Meigs,23028,23119,23305,23441,23506,23588,23586,23612,23534,23770
Ohio,Mercer,40913,40819,40843,40841,40889,40967,41063,41055,41022,40855
Ohio,Miami,99015,99300,99579,100120,100775,101564,102028,102130,102430,102526
Ohio,Monroe,15172,15107,15006,15048,15113,14943,14818,14774,14833,14742
Ohio,Montgomery,558522,555536,553170,551742,549713,546979,543620,540667,537664,535294
Ohio,Morgan,14944,14942,14917,14999,15130,15216,15189,15175,15104,15073
Ohio,Morrow,31813,32438,32955,33524,34025,34271,34561,34937,34877,34907
Ohio,Muskingum,84732,84789,85247,85418,85589,85696,86023,85939,85874,85779
Ohio,Noble,14108,13857,13931,14221,14352,14210,14616,14614,14653,14649
Ohio,Ottawa,40983,41015,41029,41329,41564,41629,41641,41690,41554,41498
Ohio,Paulding,20251,20183,19972,19887,19803,19810,19748,19735,19670,19659
Ohio,Perry,34099,34375,34629,34944,35117,35254,35430,35582,36150,35996
Ohio,Pickaway,52808,52344,51778,51983,52238,52954,54094,55044,55376,55323
Ohio,Pike,27688,27807,28072,28258,28427,28299,28590,28645,28763,28679
Ohio,Portage,152504,153554,154667,155976,156774,157469,157773,159148,160184,161226
Ohio,Preble,42381,42427,42587,42640,42613,42584,42651,42561,42688,42424
Ohio,Putnam,34750,34746,34643,34758,34680,34798,34781,34752,34655,34583
Ohio,Richland,128853,128187,128363,128312,128094,127724,127292,126995,126128,125308
Ohio,Ross,73507,73840,74363,75008,75251,75935,76639,77419,77675,77862
Ohio,Sandusky,61812,61788,61918,61784,61930,61865,61745,61571,61184,61039
Ohio,Scioto,79168,78784,78652,78278,77788,77926,78285,78775,79133,79241
Ohio,Seneca,58588,58376,58090,58006,57857,57664,57406,57289,57199,56897
Ohio,Shelby,48360,48662,48671,48766,48791,49044,49099,49284,49454,49540
Ohio,Stark,378036,377295,376867,376721,376663,376050,376180,376877,377141,376210
Ohio,Summit,543442,544554,544866,545163,545037,545029,544660,544275,543116,542135
Ohio,Trumbull,224912,223991,222484,220889,219540,217926,216185,214296,212191,211290
Ohio,Tuscarawas,91043,91319,91735,92015,92348,92286,92271,92511,92634,92584
Ohio,Union,41338,42859,43517,44665,45819,46952,48589,49906,50856,51798
Ohio,Van Wert,29627,29430,29327,29288,29322,29264,29342,29182,29075,28849
Ohio,Vinton,12825,12966,13076,13260,13308,13370,13516,13566,13452,13474
Ohio,Warren,161716,167851,174833,181976,188904,195499,200630,205258,208640,211231
Ohio,Washington,63180,62847,62638,62759,62924,62547,62387,62253,62040,61968
Ohio,Wayne,111668,112161,112684,113067,113240,113603,114263,114224,114610,114588
Ohio,Williams,39199,39085,38959,38753,38719,38546,38547,38532,38297,37950
Ohio,Wood,121199,122013,122206,122826,124149,124698,125027,125285,125275,125384
Ohio,Wyandot,22894,22787,22813,22816,22914,22820,22729,22716,22642,22644
Oklahoma,Adair,21031,21101,21271,21445,21589,21887,22215,22345,22346,22477
Oklahoma,Alfalfa,6080,5933,5894,5827,5785,5706,5639,5618,5618,5585
Oklahoma,Atoka,13820,13816,13836,13973,14046,14034,14013,14118,14220,14155
Oklahoma,Beaver,5782,5657,5617,5609,5577,5569,5514,5571,5521,5562
Oklahoma,Beckham,19777,19937,20142,19663,18580,19151,20040,21855,22817,22369
Oklahoma,Blaine,11959,11915,11574,11196,12277,12264,11965,12010,12019,11896
Oklahoma,Bryan,36604,36577,37003,37260,37887,38309,39739,40350,41453,41859
Oklahoma,Caddo,30037,29677,29532,29550,29470,29202,29087,27932,28612,29459
Oklahoma,Canadian,88230,89931,91507,93449,96101,99176,102876,106804,109969,113186
Oklahoma,Carter,45547,45455,45656,45854,46218,46169,46430,46582,46910,47421
